"Glosario","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para el producto Crédito Tradicional, financiamiento que otorga el Infonavit a los trabajadores para adquirir una vivienda, nueva o existente, para construir en terreno propio, reparar, ampliar o mejorar la existente o para pagar pasivos.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para el producto Infonavit Total, financiamiento que otorga el Infonavit en coparticipación con una entidad financiera, para comprar una vivienda nueva o existente, en el cual se podría disponer de la máxima capacidad crediticia.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para el producto Cofinavit, financiamiento otorgado por el Infonavit en conjunto con una entidad financiera (cofinanciamiento)  para derechohabientes que deseen ejercer su crédito para la compra de una vivienda nueva o existente. Una vez liquidado el crédito del Infonavit, las aportaciones patronales subsecuentes se envían a la entidad financiera, para abonarse al crédito contratado por el trabajador con dicha entidad.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para el producto Tu segundo crédito, financiamiento que otorga el Infonavit en coparticipación con otra entidad financiera a los derechohabientes que ya ejercieron su primer crédito para la adquisición de una vivienda nueva o existente.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para créditos Línea II, destinados para la adquisición de vivienda nueva.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para créditos Línea II, destinados para la adquisición de vivienda existente.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para créditos Línea III, destinados destinados para la construcción de vivienda.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para créditos Línea IV, destinado para la reparación, ampliación o mejoras de la vivienda.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para créditos Línea V, destinado para el pago de pasivos relacionados con la vivienda.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Económica.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Popular.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Tradicional.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Media.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Residencial.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto para Vivienda Residencial Plus.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por grupos de edad del derechohabiente acreditado.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto y que no cuentan con la edad del derechohabiente identificada.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.","Recursos del fondo para financiar una acción de vivienda y que constituye el pasivo que el trabajador adquiere con el Instituto, por entidad federativa de originación del crédito.",
"Unidad de Medida","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos",
"Periodicidad","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual",
"Ruta Temática","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Total","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Tipo de producto > Crédito Tradicional","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Tipo de producto > Infonavit Total","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Tipo de producto > Cofinavit","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Tipo de producto > Tu segundo crédito","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Línea > Línea III","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Línea > Línea IV","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Línea > Línea V","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Económica","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Popular","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Tradicional","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Media","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Residencial","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Clasificación de vivienda > Residencial plus","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Hasta 1 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 1 y hasta 2 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 2 y hasta 3 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 3 y hasta 4 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 4 y hasta 5 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 5 y hasta 6 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 6 y hasta 7 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 7 y hasta 8 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 8 y hasta 9 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 9 y hasta 10 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 10 y hasta 11 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 11 y hasta 12 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 12 y hasta 13 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 13 y hasta 14 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 14 y hasta 15 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 15 y hasta 16 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 16 y hasta 17 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 17 y hasta 18 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 18 y hasta 19 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 19 y hasta 20 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 20 y hasta 21 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 21 y hasta 22 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 22 y hasta 23 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 23 y hasta 24 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 24 y hasta 25 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Nivel de ingreso > Más de 25 UMA","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > Hasta 20 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 21 a 25 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 26 a 30 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 31 a 35 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 36 a 40 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 41 a 45 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 46 a 50 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 51 a 55 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 56 a 60 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > De 61 a 65 años","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > 66 años o más","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Edad > Otros","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Aguascalientes","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Baja California","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Baja California Sur","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Campeche","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Coahuila","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Colima","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Chiapas","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Chihuahua","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > CDMX","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Durango","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > México","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Guanajuato","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Guerrero","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Hidalgo","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Jalisco","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Michoacán","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Morelos","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Nayarit","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Nuevo León","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Oaxaca","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Puebla","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Querétaro","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Quintana Roo","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > San Luis Potosí","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Sinaloa","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Sonora","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Tabasco","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Tamaulipas","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Tlaxcala","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Veracruz","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Yucatán","Otorgamiento de crédito > Créditos formalizados > Monto de  crédito Infonavit > Estados > Zacatecas",
