"Glosario","Número de créditos del Infonavit aprobados y signados.","Es el crédito que otorga el Infonavit a los trabajadores para adquirir una vivienda, nueva o existente, para construir en terreno propio, reparar, ampliar o mejorar la existente o para pagar pasivos.","Es un crédito que otorga el Infonavit, en coparticipación con una Entidad Financiera, para comprar una vivienda nueva o existente, en el cual se podría disponer de la máxima capacidad crediticia.","Crédito otorgado por el Infonavit en conjunto con una entidad financiera (cofinanciamiento)  para derechohabientes que deseen ejercer su crédito para la compra de una vivienda nueva o existente. Una vez liquidado el crédito del Infonavit, las aportaciones patronales subsecuentes se envían a la entidad financiera, para abonarse al crédito contratado por el trabajador con dicha entidad.","Crédito que otorga el Infonavit en coparticipación con otra Entidad Financiera a los derechohabientes que ya ejercieron su primer crédito para la adquisición de una vivienda nueva o existente.","Crédito que otorga a través del Infonavit y es financiado por una entidad financiera, para realizar mejoras menores en una vivienda. El saldo de la Subcuenta de Vivienda queda en garantía de pago.","Crédito que otorga a través del Infonavit y es financiado por una entidad financiera, para la construcción de vivienda a través del acompañamiento social y técnico de especialistas. El saldo de la Subcuenta de Vivienda queda en garantía de pago.","Crédito que otorga una institución de la banca privada en el que la subcuenta de vivienda del derechohabiente queda como garantía de pago y las aportaciones patronales se utilizan para amortizar la deuda.","Número de créditos Línea II, destinados para la adquisición de vivienda nueva.","Número de créditos Línea II, destinados para la adquisición de vivienda existente.","Número de créditos Línea III, destinados para la construcción de vivienda.","Número de créditos Línea IV, destinado para la reparación, ampliación o mejoras de la vivienda.","Número de créditos Línea V, destinado para el pago de pasivos relacionados con la vivienda.","Número de créditos del Infonavit aprobados y signados para vivienda económica.","Número de créditos del Infonavit aprobados y signados para Vivienda Popular.","Número de créditos del Infonavit aprobados y signados para Vivienda Tradicional.","Número de créditos del Infonavit aprobados y signados para vivienda Media.","Número de créditos del Infonavit aprobados y signados para Vivienda Residencial.","Número de créditos del Infonavit aprobados y signados para Vivienda Residencial Plus.","Número de créditos del Infonavit aprobados y signados que no cuentan con clasificación de vivienda.","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados por nivel de ingreso expresado en UMAs (Unidades de Medida y Actualización).","Número de créditos del Infonavit aprobados y signados sin nivel de ingreso identificado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados por grupos de edad del derechohabiente acreditado.","Número de créditos del Infonavit aprobados y signados sin edad del acreditado.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.","Número de créditos del Infonavit aprobados y signados por entidad de originación del crédito.",
"Unidad de Medida","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos","Número de créditos",
"Periodicidad","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual",
"Ruta Temática","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Total","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Crédito Tradicional","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Infonavit Total","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Cofinavit","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Tu segundo crédito","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Mejoravit","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Infonavit tu propia obra","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Tipo de producto > Apoyo Infonavit","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Línea > Línea III","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Línea > Línea IV","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Línea > Línea V","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Económica","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Popular","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Tradicional","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Media","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Residencial","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Residencial plus","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Clasificación de vivienda > Otros","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Hasta 1 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 1 y hasta 2 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 2 y hasta 3 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 3 y hasta 4 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 4 y hasta 5 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 5 y hasta 6 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 6 y hasta 7 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 7 y hasta 8 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 8 y hasta 9 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 9 y hasta 10 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 10 y hasta 11 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 11 y hasta 12 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 12 y hasta 13 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 13 y hasta 14 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 14 y hasta 15 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 15 y hasta 16 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 16 y hasta 17 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 17 y hasta 18 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 18 y hasta 19 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 19 y hasta 20 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 20 y hasta 21 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 21 y hasta 22 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 22 y hasta 23 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 23 y hasta 24 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 24 y hasta 25 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Más de 25 UMA","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Nivel de ingreso > Otros","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > Hasta 20 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 21 a 25 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 26 a 30 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 31 a 35 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 36 a 40 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 41 a 45 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 46 a 50 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 51 a 55 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 56 a 60 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > De 61 a 65 años","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > 66 años o más","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Edad > Otros","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Aguascalientes","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Baja California","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Baja California Sur","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Campeche","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Coahuila","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Colima","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Chiapas","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Chihuahua","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > CDMX","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Durango","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > México","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Guanajuato","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Guerrero","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Hidalgo","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Jalisco","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Michoacán","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Morelos","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Nayarit","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Nuevo León","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Oaxaca","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Puebla","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Querétaro","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Quintana Roo","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > San Luis Potosí","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Sinaloa","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Sonora","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Tabasco","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Tamaulipas","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Tlaxcala","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Veracruz","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Yucatán","Otorgamiento de crédito > Créditos formalizados > Número de créditos formalizados > Estados > Zacatecas",
