"Glosario","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento al producto Crédito Tradicional, para adquirir una vivienda, nueva o existente, para construir en terreno propio, reparar, ampliar o mejorar la existente o para pagar pasivos.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento para créditos Línea II, destinados para la adquisición de vivienda nueva.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento para créditos Línea II, destinados para la adquisición de vivienda existente.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento para créditos Línea III, destinados para la construcción de vivienda.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, para Vivienda Económica.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, para Vivienda Popular.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, para Vivienda Tradicional.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, para Vivienda Media.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, para Vivienda Residencial.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), como complemento a un crédito Infonavit, sin calsificación de vivienda.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi) otorgado a derechohabientes sin nivel de ingreso identificado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por grupos de edad del derechohabiente acreditado.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi) y que no cuentan con la edad del derechohabiente identificada.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.","Monto de subsidio del gobierno federal otorgado por la Comisión Nacional de Vivienda (Conavi), por entidad federativa de originación del crédito.",
"Unidad de Medida","Pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos","Monto de subsidios aplicados al producto de crédito en pesos",
"Periodicidad","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual",
"Ruta Temática","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Total","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Tipo de producto > Crédito Tradicional","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Línea > Línea II","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Línea > Línea II","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Línea > Línea III","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Económica","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Popular","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Tradicional","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Media","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Residencial","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Clasificación de vivienda > Otros","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Hasta 1 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 1 y hasta 2 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 2 y hasta 3 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 3 y hasta 4 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 4 y hasta 5 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 5 y hasta 6 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 6 y hasta 7 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 7 y hasta 8 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 8 y hasta 9 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 9 y hasta 10 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 10 y hasta 11 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 11 y hasta 12 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 12 y hasta 13 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 13 y hasta 14 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 14 y hasta 15 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 15 y hasta 16 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 16 y hasta 17 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 17 y hasta 18 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 18 y hasta 19 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 19 y hasta 20 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 20 y hasta 21 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 21 y hasta 22 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 22 y hasta 23 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 23 y hasta 24 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 24 y hasta 25 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Más de 25 UMA","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Nivel de ingreso > Otros","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > Hasta 20 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 21 a 25 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 26 a 30 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 31 a 35 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 36 a 40 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 41 a 45 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 46 a 50 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 51 a 55 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 56 a 60 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > De 61 a 65 años","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > 66 años o más","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Edad > Otros","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Aguascalientes","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Baja California","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Baja California Sur","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Campeche","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Coahuila","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Colima","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Chiapas","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Chihuahua","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > CDMX","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Durango","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > México","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Guanajuato","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Guerrero","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Hidalgo","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Jalisco","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Michoacán","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Morelos","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Nayarit","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Nuevo León","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Oaxaca","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Puebla","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Querétaro","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Quintana Roo","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > San Luis Potosí","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Sinaloa","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Sonora","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Tabasco","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Tamaulipas","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Tlaxcala","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Veracruz","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Yucatán","Otorgamiento de crédito > Subsidios y otros apoyos a la vivienda > Monto de subsidios > Estados > Zacatecas",
