"Glosario","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para el producto Crédito Tradicional, financiamiento que otorga el Infonavit a los trabajadores para adquirir una vivienda, nueva o existente, para construir en terreno propio, reparar, ampliar o mejorar la existente o para pagar pasivos.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para el producto Infonavit Total, financiamiento que otorga el Infonavit, en coparticipación con una Entidad Financiera, para comprar una vivienda nueva o existente, en el cual se podría disponer de la máxima capacidad crediticia.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para el producto Cofinavit, financiamiento otorgado por el Infonavit en conjunto con una entidad financiera (cofinanciamiento)  para derechohabientes que deseen ejercer su crédito para la compra de una vivienda nueva o existente. Una vez que se termina de pagar el crédito del Infonavit, las aportaciones patronales se destinan al pago del crédito con la otra institución financiera.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para el producto Tu segundo crédito, financiamiento que otorga el Infonavit en coparticipación con otra Entidad Financiera a los derechohabientes que ya ejercieron su primer crédito para la adquisición de una vivienda nueva o existente.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, menos los gastos de administración para el producto Mejoravit, financiamiento que se otorga a través del Infonavit y es financiado por una entidad financiera, para realizar mejoras menores en una vivienda. El saldo de la Subcuenta de Vivienda queda en garantía de pago.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, menos los gastos de administración para el producto Infonavit tu propia obra, crédito que se otorga a través del Infonavit y es financiado por una entidad financiera, para la construcción de vivienda a través del acompañamiento social y técnico de especialistas. El saldo de la Subcuenta de Vivienda queda en garantía de pago.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para el producto Apoyo Infonavit, crédito que otorga una institución de la banca privada en el que la subcuenta de vivienda del derechohabiente queda como garantía de pago y las aportaciones patronales se utilizan para amortizar la deuda.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para créditos Línea II, destinados para la adquisición de vivienda nueva.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para créditos Línea II, destinados para la adquisición de vivienda existente.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para créditos Línea III, destinados para la construcción de vivienda.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para créditos Línea IV, destinado para la reparación, ampliación o mejoras de la vivienda, no aplica para los créditos otorgados en la modalidad sin garantía y sin afectación estructural.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración para créditos Línea V, destinado para el pago de pasivos relacionados con la vivienda.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Económica.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Popular.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Tradicional.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Media.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Residencial.","Total de recursos que se transfieren por la contratación de un crédito formalizado para Vivienda Residencial Plus.","Total de recursos que se transfieren por la contratación de un crédito formalizado que no cuentan con clasificación de vivienda.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por nivel de ingreso del derechohabiente acreditado en UMA (Unidad de Medida y Actualización).","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por grupos de edad del derechohabiente acreditado.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.","Total de recursos que se transfieren por la contratación de un crédito formalizado. Se compone del monto de crédito, más el saldo de la Subcuenta de Vivienda (SCV), menos los gastos de administración, por entidad federativa de originación del crédito.",
"Unidad de Medida","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos","Pesos",
"Periodicidad","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual","Mensual",
"Ruta Temática","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Total","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Crédito Tradicional","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Infonavit Total","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Cofinavit","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Tu segundo crédito","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Mejoravit","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Infonavit tu propia obra","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Tipo de producto > Apoyo Infonavit","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Línea > Línea II","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Línea > Línea III","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Línea > Línea IV","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Línea > Línea V","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Económica","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Popular","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Tradicional","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Media","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Residencial","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Residencial plus","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Clasificación de vivienda > Otros","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Hasta 1 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 1 y hasta 2 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 2 y hasta 3 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 3 y hasta 4 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 4 y hasta 5 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 5 y hasta 6 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 6 y hasta 7 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 7 y hasta 8 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 8 y hasta 9 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 9 y hasta 10 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 10 y hasta 11 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 11 y hasta 12 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 12 y hasta 13 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 13 y hasta 14 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 14 y hasta 15 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 15 y hasta 16 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 16 y hasta 17 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 17 y hasta 18 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 18 y hasta 19 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 19 y hasta 20 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 20 y hasta 21 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 21 y hasta 22 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 22 y hasta 23 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 23 y hasta 24 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 24 y hasta 25 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Nivel de ingreso > Más de 25 UMA","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > Hasta 20 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 21 a 25 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 26 a 30 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 31 a 35 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 36 a 40 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 41 a 45 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 46 a 50 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 51 a 55 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 56 a 60 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > De 61 a 65 años","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > 66 años o más","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Edad > Otros","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Aguascalientes","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Baja California","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Baja California Sur","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Campeche","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Coahuila","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Colima","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Chiapas","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Chihuahua","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > CDMX","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Durango","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > México","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Guanajuato","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Guerrero","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Hidalgo","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Jalisco","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Michoacán","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Morelos","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Nayarit","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Nuevo León","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Oaxaca","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Puebla","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Querétaro","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Quintana Roo","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > San Luis Potosí","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Sinaloa","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Sonora","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Tabasco","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Tamaulipas","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Tlaxcala","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Veracruz","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Yucatán","Otorgamiento de crédito > Créditos formalizados > Importe de cheque > Estados > Zacatecas",
